LOC,What country do the Galapagos Islands belong to ?,4
DESC,What is ethology ?,1
HUM,Who was the prophet of the Muslim people ?,3
DESC,Where did the term `` 86ed '' come from ?,1
HUM,Who is Snoopy 's arch-enemy ?,3
DESC,What is the nature of learning ?,1
ENTY,What 's the only color Johnny Cash wears on stage ?,2
ENTY,What 's the term for a young fox ?,2
LOC,What U.S. state lived under six flags ?,4
DESC,What is the Kashmir issue ?,1
LOC,Where is the Loop ?,4
DESC,What does `` extended definition '' mean and how would one write a paper on it ?,1
LOC,What country 's capital is Tirana ?,4
DESC,What is titanium ?,1
HUM,Who do Herb and Tootsie live next door to ?,3
LOC,Which city has the oldest relationship as a sisterðcity with Los Angeles ?,4
DESC,What is a caldera ?,1
DESC,Why do people get calluses ?,1
LOC,What are the names of the tourist attractions in Reims ?,4
DESC,What are Cushman and Wakefield known for ?,1
LOC,What body of water does the Danube River flow into ?,4
HUM,Who is the founder of Scientology ?,3
ENTY,What does the six-footed Musca domestica become when it enters a house ?,2
DESC,What is the history of skateboarding ?,1
HUM,Who starred in Singing in the Rain and The Singing Nun ?,3
DESC,How do I make fuel bricks from recycled newspaper ?,1
HUM,What 19th-century painter died in the Marquesas Islands ?,3
ENTY,The corpus callosum is in what part of the body ?,2
DESC,How do I log on to home page at Headquarters U.S. European Command ?,1
LOC,What country did the Nazis occupy for 1  CD NNS IN NNP NNP NNP .,4
ENTY,What is Nebraska 's most valuable resource ?,2
NUM,How many species of the Great White shark are there ?,5
DESC,What is the origin of head lice ?,1
LOC,What is the nickname for the state of Mississippi ?,4
ENTY,What was the first domesticated bird ?,2
NUM,How many villi are found in the small intestine ?,5
LOC,What country did King Wenceslas rule ?,4
ENTY,What is a fear of shadows ?,2
HUM,Who were the five Marx brothers ?,3
NUM,In which year was New Zealand excluded from the ANZUS alliance ?,5
NUM,When did CNN begin broadcasting ?,5
DESC,What causes the body to shiver in cold temperatures ?,1
DESC,What are bear and bull markets ?,1
ENTY,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,2
DESC,What is `` dew point '' ?,1
DESC,What is the meaning of Jesus ?,1
HUM,What company 's logo is a `` W '' in a circle ?,3
DESC,What is the definition of a cascade ?,1
NUM,When did Rococo painting and architecture flourish ?,5
LOC,What country 's national passenger rail system is called Via ?,4
HUM,Who invented Make-up ?,3
DESC,What is the origin of the word `` attic '' ?,1
DESC,What did Delilah do to Samson 's hair ?,1
ENTY,What kind of animals were in the Paleozoic era ?,2
HUM,Which of the following was Rhodes Scholar ?,3
HUM,Who comprised the now-defunct comic book team known as the Champions ?,3
DESC,How do you make a paintball ?,1
LOC,What U.S. state is Fort Knox in ?,4
ENTY,What is a female rabbit called ?,2
LOC,Where is the highest point in Japan ?,4
DESC,Where do chihuahuas come from ?,1
LOC,Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,4
LOC,What are the world 's four oceans ?,4
ENTY,What 's the only work by Michelangelo that bears his signature ?,2
ENTY,What is the largest snake in the world ?,2
ENTY,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,2
LOC,Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,4
NUM,How much money does a back injury lawsuit get ?,5
ENTY,What 's the common name for acetylsalicylic acid ?,2
DESC,What does the Georgetown `` Hoya '' mean ?,1
LOC,Where can I find a list of `` classic '' books 5th and 6th graders should read ?,4
ENTY,Which two products use a tiger as their symbol ?,2
DESC,How is the election of a new Pope announced to the world ?,1
NUM,How long does it take for your blood to make one complete trip through the body ?,5
DESC,How do chickens have baby chicks ?,1
DESC,What is the historical relationship of Catholic Church and bingo ?,1
DESC,How was the element calcium named ?,1
HUM,What crooner joined The Andrews Sisters for Pistol Packin Mama ?,3
HUM,What piano company claims its product is the `` Instrument of the immortals '' ?,3
NUM,When did the Bounty mutiny take place ?,5
ENTY,What novel inspired the movie BladeRunner ?,2
DESC,What is a transistor ?,1
ENTY,What is a film starring Jude Law ?,2
ENTY,What Hollywood dog died in the arms of Jean Harlow in 1932 ?,2
ENTY,What are the most common elements in the Earth 's crust ?,2
NUM,How much would it cost to purchase a 2-foot-square party tent with sides ?,5
HUM,What actress has received the most Oscar nominations ?,3
DESC,What are equity securities ?,1
DESC,What is gymnophobia ?,1
NUM,How many years do fossils take to form ?,5
LOC,Where is the Orinoco ?,4
ENTY,What was the name of the `` Little Rascals '' dog ?,2
LOC,What city boasts Penn 's Landing on the banks of the Delaware river ?,4
ENTY,What Broadway musical was inspired by Cervantes 's Don Quixote ?,2
DESC,What is the origin of the word JJ ?,1
NUM,How many hostages were killed in the Entebbe raid ?,5
DESC,How you can raise your IQ ?,1
ABBR,What does INRI stand for when used on Jesus ' cross ?,0
HUM,Who produces Spumante ?,3
HUM,Who earns their money the hard way ?,3
HUM,Who founded the People 's Temple Commune ?,3
HUM,What athlete makes the most money from sports merchandise sales ?,3
NUM,How many bends are there in a standard paper clip ?,5
HUM,Who discovered electricity ?,3
ENTY,What part of your body contains the corpus callosum ?,2
HUM,Who was the first American in space ?,3
LOC,What two South American countries do n't border Brazil ?,4
ENTY,What album put The Beatles on the cover of Time in 1967 ?,2
ENTY,What poem contains the line `` grow old with me the best is yet to be '' .,2
DESC,What is a dental root canal ?,1
ENTY,What war did the Wanna-Go-Home Riots occur after ?,2
NUM,What is the busiest air travel season ?,5
ENTY,What 's the colored part of the eye called ?,2
DESC,What are hook worms ?,1
LOC,Where is the Rose Bowl played ?,4
HUM,Which Japanese car maker had its biggest percentage of sale in the domestic market ?,3
HUM,Who is the mayor of Marbella ?,3
LOC,What sun-blasted 14-mile wide valley is just north of the Mojave desert ?,4
NUM,In what year did Thatcher become prime minister ?,5
NUM,How many months does it take the moon to revolve around the Earth ?,5
LOC,Where are the 49 steps ?,4
NUM,In what year was De Gaulle elected president of France ?,5
HUM,Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,3
HUM,Who directed `` Jaws '' ?,3
ENTY,On what T.V. show could Tom Terrific be found ?,2
HUM,What Indian tribe is F Troop perpetually doing battle with ?,3
DESC,Where did Indian Pudding come from ?,1
DESC,Why do some clothing labels say `` Use a nonchlorine bleach '' ?,1
NUM,How many colonies were involved in the American Revolution ?,5
LOC,What is the name of the city that Maurizio Pellegrin lives in ?,4
LOC,Where can I find pictorial directions on how to build a very simple treehouse ?,4
ENTY,What game 's board shows the territories of Irkutsk Yakutsk and Kamchatka ?,2
HUM,What is the name of the managing director of Apricot Computer ?,3
HUM,What is the occupation of Nicholas Cage ?,3
DESC,Why do horseshoes bring luck ?,1
DESC,What is the 401 K plan ?,1
DESC,What causes pneumonia ?,1
NUM,What are the three winter months in the southern hemisphere ?,5
DESC,What does gringo mean ?,1
LOC,What country contains Africa 's northernmost point ?,4
ENTY,What therapy attempts to elicit the `` primal scream '' ?,2
LOC,Where is the Kalahari desert ?,4
HUM,Which Ventura County police department seized the largest cocaine shipment in it 's history ?,3
LOC,What city is sometimes called Gotham ?,4
ENTY,What dangles over the tongue from the palate ?,2
HUM,Who created Dennis the Menace ?,3
HUM,What dummy received an honorary degree from Northwestern University ?,3
NUM,When was the first Wall Street Journal published ?,5
LOC,What countries have the largest areas of forest ?,4
DESC,How do I start a web based business ?,1
HUM,Name Alvin 's brothers,3
DESC,What is Eagle 's syndrome styloid process ?,1
DESC,How did Jayne Mansfield die ?,1
NUM,When did the royal wedding of Prince Andrew and Fergie take place ?,5
HUM,What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?,3
HUM,What explorer was nicknamed Iberia 's Pilot ?,3
NUM,CNN began broadcasting in what year ?,5
ENTY,What is a ball that hits the foul pole called ?,2
DESC,What makes hamburgers taste like steakburgers ?,1
HUM,Which company created the Internet browser Mosaic ?,3
ENTY,What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,2
ENTY,What was the education system in the 1960 's ?,2
LOC,What South American city has the world 's highest commercial landing field ?,4
DESC,How can I find out which cities have cable-modem access ?,1
DESC,What is Betsy Ross famous for ?,1
NUM,How many species of sharks are there ?,5
DESC,What is `` snoogans '' ?,1
NUM,How many people are there in the world ?,5
ENTY,What shrubs can be planted that will be safe from deer ?,2
HUM,What organization 's offices were broken into at Watergate in 1972 ?,3
DESC,What is the design of the ship Titanic ?,1
ABBR,What does S.O.S. stand for ?,0
ENTY,Name a technique widely used to detect birth defects ?,2
DESC,What is the daily requirement of folic acid for an expectant mother ?,1
DESC,What is the `` 7-minute cigarette '' ?,1
ENTY,What four forms does gold occur in ?,2
NUM,What is the acreage of the Chappellet vineyard ?,5
DESC,How do you correctly say the word ` qigong ' ?,1
NUM,When did beethoven die ?,5
NUM,How much does a new railroad coal car cost ?,5
LOC,What two European countries entered the War of American Independence against the British ?,4
DESC,What is the filmmakers collabrative ?,1
HUM,What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,3
DESC,What caused Harry Houdini 's death ?,1
HUM,Who was the mother of the man who would not be king  the duke of Windsor ?,3
NUM,How many revolutions does a standard LP make in three minutes ?,5
LOC,What is the name of the tallest mountain in the world ?,4
LOC,Where can I find a review of Nightmare on Elm Street in a film journal ?,4
ENTY,What 's the slowest Olympic swimming stroke ?,2
HUM,What was the name of the first Russian astronaut to do a spacewalk ?,3
ENTY,What disease is transmitted by the Anopheles mosquito ?,2
ENTY,What rum is so `` mixable '' it is a one-brand bar ?,2
NUM,How many South American countries have the letter Z in their names ?,5
DESC,What is the contents of proposition 98 ?,1
LOC,Where was George Washington born ?,4
NUM,How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie Scotland December 21 CD.,5
HUM,Who wrote NN DT NNP NNP '' ?,3
DESC,What is paracetamol ?,1
DESC,What are the powers and weaknesses of Green Lantern 's ring ?,1
ENTY,Which mosquito 's bite draws blood DT NN CC DT NN .,2
NUM,When was the first steel mill in the United States built ?,5
HUM,What diminutive American female gymnast stole the show at the 1984 Olympics ?,3
DESC,What is the origin of the name Katie ?,1
HUM,What schools in the Washington DC NN NN VBP NN NN NN NN .,3
NUM,When did the Berlin Wall go up ?,5
HUM,Who is Terrence Malick ?,3
ENTY,What instrument is Ray Charles best known for playing ?,2
DESC,What 's the meaning of the Latin battle cry : Ad arma ad arma.,1
ENTY,What is the mascot for Notre Dame University ?,2
LOC,What Las Vegas hotel burned in November 1980 with the loss of 84 lives ?,4
NUM,When did Mount St. Helen last have a significant eruption ?,5
ABBR,CNN is the abbreviation for what ?,0
NUM,When did World War I start ?,5
NUM,How many feet are there in a fathom ?,5
DESC,What is a Canada two-penny black ?,1
LOC,What European city do Nicois live in ?,4
DESC,How can I find out what year a Beanie Baby was introduced ?,1
DESC,What is the classic definition of tragic hero ?,1
ENTY,To what does Microsoft 's Windows 3 owe its success ?,2
HUM,Who was President of Afghanistan in 1994 ?,3
ENTY,What are other ways of getting stretch marks besides pregnancy  weight loss  and weight lifting ?,2
ENTY,What did brontosauruses eat ?,2
ENTY,What color bottles do good Rhine wines come in ?,2
HUM,Who was the lead actress in the movie ` Sleepless in Seattle ' ?,3
HUM,Who was the 16th President of the United States ?,3
HUM,Who are the two sons of Ozzie and Harriet Nelson ?,3
DESC,What is molybdenum ?,1
NUM,When is Boxing Day ?,5
ENTY,What is the lowest level of the American judiciary ?,2
NUM,When was the battle of the Somme fought ?,5
NUM,How many people did Randy Craft kill ?,5
ENTY,What 's the official animal of Canada ?,2
NUM,When did Spielberg direct `` Jaws '' ?,5
NUM,What is the size of the largest akita ?,5
ENTY,What animal has the biggest eyes ?,2
LOC,What is California 's capital ?,4
HUM,Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,3
HUM,Who was the founding member of the Pink Floyd band ?,3
LOC,What European country is home to the beer-producing city of Budweis ?,4
DESC,How do I find the balance of my social security account ?,1
DESC,What is the history of Valentine 's Day cards ?,1
LOC,Where was Christopher Columbus born ?,4
ENTY,What do Italians call Florence ?,2
DESC,How do you get to the top of the Eiffel Tower ?,1
ABBR,What does ` PSI ' stand for ?,0
LOC,What sea did the Romans call mare nostrum ?,4
ENTY,What 's the term for a bet before cards are dealt ?,2
ENTY,Which came first  according to Genesis 1 : 2 : 22 - the chicken or the egg ?,2
LOC,What city did the Flintstones live in ?,4
ENTY,What is Latin for incompetent ?,2
ENTY,What chemicals are used in lethal injection ?,2
HUM,What toy company is the world 's No.1 maker of female apparel ?,3
ENTY,What board game does a `` wood-pusher '' play poorly ?,2
HUM,Which Doonesbury character was likely to turn into a werewolf ?,3
ABBR,What is the abbreviation for micro ?,0
ENTY,What are the 7 articles of the constitution ?,2
HUM,Who has won the most Super Bowls ?,3
ABBR,What does NASDAQ stand for ?,0
ABBR,What is BPH ?,0
ENTY,What is the fastest commercial automobile that can be bought in the US ?,2
LOC,What stadium do the Miami Dolphins play their home games in ?,4
HUM,Who has the only speaking role in `` Silent Movie '' ?,3
DESC,Why is poop sometimes different colors ?,1
NUM,What was Einstein 's IQ ?,5
NUM,What day was Pearl Harbor attacked in 1942 ?,5
HUM,What girl 's name is `` Teddy '' an affectionate form of ?,3
LOC,What state is John F. Kennedy buried in ?,4
ENTY,What is the best way to remove wallpaper ?,2
LOC,What U.S. state has an element named for it ?,4
HUM,What company tabulates the ballots in voting for the Academy Awards ?,3
DESC,How did the tradition of best man start ?,1
NUM,How many years ago did the ship Titanic sink ?,5
LOC,What is the deepest area of the Arctic Ocean ?,4
ENTY,What are Halloween 's colors ?,2
DESC,How is silk screening done ?,1
NUM,What is the latitude and longitude of El Paso  Texas ?,5
HUM,Who made a boat out of gopher wood ?,3
LOC,Where can I find a `` Fifth Element '' screensaver ?,4
HUM,Which Bloom County resident wreaks havoc with a computer ?,3
DESC,How do you match a name to a social security number ?,1
DESC,How does a rainbow form ?,1
NUM,What is the normal resting heart rate of a healthy adult ?,5
NUM,What is the population of Ohio ?,5
NUM,How many calories are there in a Big Mac ?,5
DESC,Hazmat stands for what ?,1
ENTY,What creature scares people in the film `` Jaws '' ?,2
HUM,What part did John Peter Zenger play in the deveopment of the newspaper in America ?,3
HUM,Who followed Caesar ?,3
ENTY,What are the four elements ?,2
HUM,Who was the first woman golfer to earn a million ?,3
ENTY,What 's the tallest piece on a chessboard ?,2
LOC,What is Answers.com 's address ?,4
LOC,Where can I buy movies on videotape online ?,4
HUM,Who does the advertizing for Frito-Lay ?,3
HUM,Who is the leading competitor of Trans Union Company ?,3
ENTY,What product did Robert Conrad dare people to knock off his shoulder ?,2
HUM,Who invented the radio ?,3
NUM,What 's the American dollar equivalent for 8 pounds in the U.K. ?,5
ENTY,What are the different approaches of systems analysis ?,2
DESC,How do doctors diagnose bone cancer ?,1
HUM,Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,3
NUM,What is the speed of the Mississippi River ?,5
ENTY,What are the developmental stages of a swimmer ?,2
HUM,What actor first portrayed James Bond ?,3
LOC,What ocean is the largest in the world ?,4
HUM,Who was the first American poet to win the Nobel Prize for literature  in 1948 ?,3
NUM,What year did Jack Nicklaus join the Professional Golfers Association tour ?,5
NUM,How many sonnets did Shakespeare write ?,5
DESC,What causes the redness in your cheeks when you blush ?,1
HUM,Who won the Nobel Peace Prize in 1991 ?,3
HUM,Who are the Challengers of the Unknown ?,3
DESC,Define the Pheonix Club ?,1
LOC,Which city did Christian Crusaders fight to recapture from the Muslims ?,4
DESC,What does it mean `` Rupee Depreciates '' ?,1
ENTY,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,2
HUM,Who was the first coach of the Cleveland Browns ?,3
DESC,How successful is arometherapy ?,1
ENTY,What Jewish holiday saw the start of the 1973 Mideast War ?,2
DESC,How does a copier work ?,1
NUM,What is the speed of the Mississippi River ?,5
HUM,Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?,3
ENTY,What is Dudley Do-Right 's horse 's name ?,2
HUM,Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,3
LOC,Where does chocolate come from ?,4
ENTY,What TV game show once saw a contestant admit to picking his toes in the shower ?,2
HUM,What Soviet leader owned a Rolls-Royce ?,3
LOC,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,4
ENTY,What war did Florence Nightingale tend the troops in ?,2
HUM,"Who wrote the song "" Stardust "" ?",3
NUM,How many Beatles ' records went #1 ?,5
HUM,Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,3
ABBR,What is the abbreviation of the company name ` General Motors ' ?,0
LOC,What mountains lie between the Arkansas and Missouri rivers ?,4
HUM,Who received the Will Rogers Award in 1989 ?,3
DESC,What is the function of RAM ?,1
LOC,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,4
NUM,How many equal angles are there in an isosceles triangle ?,5
ENTY,What is the fear of cockroaches called ?,2
ENTY,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,2
DESC,What is the use of a 24-hour clock instead of a 12-hour clock ?,1
HUM,What was the name of the lawyer who represented Randy Craft ?,3
HUM,What United States President had dreamed that he was assassinated ?,3
ENTY,What film did Lee Marvin win the 1965 best actor Oscar for ?,2
LOC,Where is Basque country located ?,4
ENTY,What product does `` Mrs. Olsen '' promote ?,2
NUM,What time of day did Emperor Hirohito die ?,5
DESC,What is dry ice ?,1
ENTY,What 's the most powerful card in Euchre ?,2
DESC,What does `` intractable plantar keratoma '' mean ?,1
NUM,How many years did it take James Joyce to write Ulysses ?,5
ENTY,What crop failure caused the Irish Famine ?,2
LOC,What South Korean city is served by Kimpo International Airport ?,4
NUM,How many types of dogs ' tails are there - three,5
ENTY,What is the longest-running television series ?,2
ENTY,What predators exist on Antarctica ?,2
DESC,What is the difference between a generator and an alternator ?,1
DESC,How is energy created ?,1
ENTY,What beer advertised that it had `` three rings '' ?,2
NUM,What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,5
ENTY,What golfing accessory was patented by George Grant on December 12,2
ENTY,What are the different types of plastic ?,2
DESC,How is it correct to say ` qigong ' ?,1
LOC,What was the highest mountain on earth before Mount Everest was discovered ?,4
LOC,Where was the Ligurian Republic 1797- 185 ?,4
LOC,What country 's people are the top television watchers ?,4
NUM,When was the women 's suffrage amendment ratified ?,5
HUM,What Polynesian people inhabit New Zealand ?,3
ENTY,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,2
LOC,What Nevada center has been dubbed The Biggest Little City in the World ?,4
HUM,What President lived at 219 North Delaware Street Independence Missouri ?,3
DESC,Give a reason for American Indians oftentimes dropping out of school .,1
LOC,Where must a soccer goalie stand to be permitted to handle the ball ?,4
DESC,What is the difference between classical conditioning and operant conditioning ?,1
LOC,In what U.S. state was the first woman governor elected ?,4
DESC,What are some interesting facts and information about dogsledding ?,1
NUM,What year did Hitler die ?,5
HUM,What famous model was married to Billy Joel ?,3
ENTY,What kind of animal is Babar ?,2
DESC,What is Jane Goodall known for ?,1
ENTY,What killed Bob Marley ?,2
NUM,How much money are Dumbo 's ears insured for ?,5
HUM,Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,3
HUM,Who is Stein Eriksen ?,3
DESC,What does the name Billie mean ?,1
HUM,Who is the fastest swimmer in the world ?,3
LOC,What is the highest peak in Africa ?,4
LOC,Where is Procter & Gamble headquartered in the U.S. ?,4
LOC,What desert has been called The Garden of Allah ?,4
ENTY,What do bicornate animals have two of ?,2
DESC,What function does a community 's water tower serve ?,1
ENTY,What is a fear of weakness ?,2
NUM,How many miles is it to Ohio from North Carolina ?,5
NUM,How much snow equals an inch of rain ?,5
ABBR,What does G.M.T. stand for ?,0
DESC,What does Inuit and Eskimo mean ?,1
ENTY,What song served as the closing theme of The Johnny Cash Show ?,2
ENTY,What field sport did dentist William Beers promote and write a standard book of rules for ?,2
DESC,How do I tie dye clothes ?,1
NUM,When does the average teenager first have intercourse ?,5
DESC,Why doesn 't www.answers.com have any answers to my questions ?,1
HUM,What actor 's autobiography is titled All My Yesterdays ?,3
HUM,What Russian master spy lived in the U.S. under the name Emil Goldfus ?,3
LOC,Where 's the 19th hole on a golf course ?,4
DESC,What 's nature 's purpose for tornadoes ?,1
HUM,Who played the original Charlie 's Angels ?,3
LOC,Where can I find a person 's address from a telephone number ?,4
ENTY,What English word comes from the Old French covrefeu meaning cover fire ?,2
ENTY,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,2
LOC,Where did Sarge Steel get his metal hand ?,4
DESC,What makes popcorn pop ?,1
HUM,Who wrote The Night of the Iguana ?,3
ENTY,Where does your hair grow the fastest ?,2
LOC,What country did King Gustav V reign over from 197 to 195 ?,4
HUM,Who painted Mother and Child ?,3
NUM,What is the speed of the Mississippi River ?,5
LOC,In what area of the world was the Six Day War fought ?,4
LOC,What is the brightest star visible from Earth ?,4
ENTY,What film marked Robert Redford 's directorial debut ?,2
HUM,What was Mao 's second name ?,3
ENTY,What film or films has Jude Law appeared in ?,2
LOC,Where do hyenas live ?,4
HUM,Who is the `` Queen Mother '' ?,3
ENTY,What 's the most commonly-spoken language in Belgium ?,2
HUM,Who has more DNA - a man or a woman ?,3
DESC,What are Maid-Rites ?,1
ENTY,What children 's tale contains the line : `` Come Cinderslut and hold this skein of wool for me '' ?,2
HUM,What level of government or governmental agency is responsible for dealing with racism ?,3
NUM,How many referees work a soccer game ?,5
ENTY,What cocktail do you concoct with whisky and sweet vermouth ?,2
ENTY,How do you say `` fresh '' in Spanish ?,2
DESC,What do bee hives do in cranberry bogs ?,1
DESC,What caused the Lynmouth floods ?,1
NUM,When is the Tulip Festival in Michigan ?,5
HUM,Who came up with the name El Nino ?,3
ENTY,What movie did Madilyn Kahn star in with Gene Wilder ?,2
ENTY,What type of bridge is the Golden Gate Bridge ?,2
HUM,What dictator has the nickname `` El Maximo '' ?,3
HUM,What stereo manufacturer is `` Slightly ahead of its time '' ?,3
LOC,What U.S. city is The Queen of the Pacific ?,4
HUM,What TV sitcom character had the maiden name Ethel Potter ?,3
ENTY,What was the first Lifesaver flavor ?,2
HUM,Who kept the most famous diary in the English language ?,3
LOC,Where can I find out the top 1 singles ?,4
NUM,How many degrees cooler is the inside of a cucumber than the air outside ?,5
HUM,What Spanish artist painted Crucifixion ?,3
ENTY,What is the Jewish bible called ?,2
DESC,Why is the grass green ?,1
DESC,What is a firewall ?,1
HUM,What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,3
HUM,Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,3
NUM,How long does it take for Spider-Man 's web to evaporate ?,5
HUM,Who was Randy Steven Craft 's lawyer ?,3
LOC,What was known as the Spice Island ?,4
HUM,Who was the first host of Person to Person ?,3
HUM,Name the Ranger who was always after Yogi Bear .,3
ENTY,What deck of cards includes the Wheel of Fortune the Lovers and Death ?,2
ENTY,What does the Statue of Liberty wear on her feet ?,2
HUM,Who is the superstar in rent-a-cars ?,3
LOC,McCarren Airport is located in what city ?,4
ENTY,What household facility contains a float ball ballcock and overflow tube ?,2
ENTY,What was the name of Betty Boop 's dog ?,2
NUM,What fraction of a beaver 's life is spent swimming ?,5
ENTY,What was the Bridge of San Luis Rey made of ?,2
DESC,What do economists do ?,1
LOC,What country has the largest sheep population ?,4
DESC,What do I need to do to take my dog with me to live in Dominica West Indies for a year ?,1
LOC,What country is the world 's largest importer of cognac ?,4
NUM,How many years is Johnnie Walker Black Label aged ?,5
ABBR,What does SIDS stand for ?,0
ENTY,What is Grenada 's main commodity export ?,2
NUM,How much would a black-and-white 1-cent stamp be worth Thomas Jefferson on it ?,5
DESC,What makes a clitoris sensitive ?,1
LOC,What country has the most time zones with 11 ?,4
ENTY,What `` magic '' does Mandrake employ ?,2
HUM,Who is the president of Stanford University ?,3
HUM,Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,3
ENTY,What was introduced commercially by Bayer A.G. of Leverkusen in 1899 ?,2
LOC,What city is Logan Airport in ?,4
DESC,What is a nanometer ?,1
NUM,How many innings are there in a regulation softball game ?,5
NUM,When did CNN go on the air ?,5
LOC,What is the largest city on the Great Lakes ?,4
NUM,What is the telephone number for the University of Kentucky ?,5
HUM,Who invented baseball ?,3
NUM,How many wives did Brigham Young have ?,5
ENTY,What product on the market is good for hiding facial scars ?,2
NUM,How long is the Coney Island boardwalk ?,5
LOC,What city gained renown for its pea-soup fogs ?,4
DESC,What does `` Janelle '' mean ?,1
DESC,How do I get another city 's newspaper ?,1
ENTY,Name a movie about the Sioux Indians starring Kevin Costner .,2
HUM,Who was shot in the back during a Poker game in Deadwood the Dakota territory ?,3
DESC,What are the distinct physical characterstics of the Arabian horse ?,1
ENTY,What is a fear of thunder ?,2
ENTY,What animal has killed the most people ?,2
NUM,How many colleges are in Wyoming ?,5
LOC,What Russian seaport has a name meaning `` Lord of the East '' ?,4
LOC,Where can stocks be traded on-line ?,4
NUM,When was the Battle of Hastings ?,5
ENTY,What kind of file has the extension .dbf ?,2
NUM,When did Muhammad live ?,5
ENTY,What then-derogatory term was applied to the painters Monet  Sisley  Pissarro  Renoir and Degas ?,2
DESC,What is a wop ?,1
DESC,Where do rocks come from ?,1
DESC,How do I stop background noise in a car stereo ?,1
LOC,Where do people mountain climb in Nepal ?,4
HUM,What is the best college in the country ?,3
DESC,What is viscosity ?,1
ENTY,What was the name of the sitcom that Alyssa Milano starred in with Tony Danza ?,2
LOC,What are the Nordic nations ?,4
