NUM:count,How many inches over six feet is the Venus de Milo ?,39
DESC:manner,How do they find or choose witnesses to an execution ?,5
HUM:ind,What 1920s cowboy star rode Tony the Wonder Horse ?,31
ENTY:food,What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,14
HUM:gr,What ISPs exist in the Caribbean ?,30
DESC:manner,How do you ask a total stranger out on a date ?,5
ENTY:other,What weapon is the mythological character Apollo most proficient with ?,18
LOC:country,What country do the Galapagos Islands belong to ?,34
DESC:def,What is ethology ?,3
HUM:ind,Who was the prophet of the Muslim people ?,31
DESC:desc,Where did the term `` 86ed '' come from ?,4
HUM:ind,Who is Snoopy 's arch-enemy ?,31
DESC:def,What is the nature of learning ?,3
ENTY:color,What 's the only color Johnny Cash wears on stage ?,9
ENTY:termeq,What 's the term for a young fox ?,26
LOC:state,What U.S. state lived under six flags ?,37
DESC:def,What is the Kashmir issue ?,3
LOC:other,Where is the Loop ?,36
DESC:def,What does `` extended definition '' mean and how would one write a paper on it ?,3
LOC:country,What country 's capital is Tirana ?,34
DESC:def,What is titanium ?,3
HUM:ind,Who do Herb and Tootsie live next door to ?,31
LOC:city,Which city has the oldest relationship as a sisterðcity with Los Angeles ?,33
DESC:def,What is a caldera ?,3
DESC:reason,Why do people get calluses ?,6
LOC:other,What are the names of the tourist attractions in Reims ?,36
DESC:reason,What are Cushman and Wakefield known for ?,6
LOC:other,What body of water does the Danube River flow into ?,36
HUM:ind,Who is the founder of Scientology ?,31
ENTY:other,What does the six-footed Musca domestica become when it enters a house ?,18
DESC:desc,What is the history of skateboarding ?,4
HUM:ind,Who starred in Singing in the Rain and The Singing Nun ?,31
DESC:manner,How do I make fuel bricks from recycled newspaper ?,5
HUM:ind,What 19th-century painter died in the Marquesas Islands ?,31
ENTY:body,The corpus callosum is in what part of the body ?,8
DESC:manner,How do I log on to home page at Headquarters U.S. European Command ?,5
LOC:country,What country did the Nazis occupy for 1  CD NNS IN NNP NNP NNP .,34
ENTY:other,What is Nebraska 's most valuable resource ?,18
NUM:count,How many species of the Great White shark are there ?,39
DESC:desc,What is the origin of head lice ?,4
LOC:state,What is the nickname for the state of Mississippi ?,37
ENTY:animal,What was the first domesticated bird ?,7
NUM:count,How many villi are found in the small intestine ?,39
LOC:country,What country did King Wenceslas rule ?,34
ENTY:dismed,What is a fear of shadows ?,12
HUM:ind,Who were the five Marx brothers ?,31
NUM:date,In which year was New Zealand excluded from the ANZUS alliance ?,40
NUM:date,When did CNN begin broadcasting ?,40
DESC:reason,What causes the body to shiver in cold temperatures ?,6
DESC:def,What are bear and bull markets ?,3
ENTY:cremat,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,10
DESC:def,What is `` dew point '' ?,3
DESC:def,What is the meaning of Jesus ?,3
HUM:gr,What company 's logo is a `` W '' in a circle ?,30
DESC:def,What is the definition of a cascade ?,3
NUM:date,When did Rococo painting and architecture flourish ?,40
LOC:country,What country 's national passenger rail system is called Via ?,34
HUM:ind,Who invented Make-up ?,31
DESC:desc,What is the origin of the word `` attic '' ?,4
DESC:desc,What did Delilah do to Samson 's hair ?,4
ENTY:animal,What kind of animals were in the Paleozoic era ?,7
HUM:ind,Which of the following was Rhodes Scholar ?,31
HUM:ind,Who comprised the now-defunct comic book team known as the Champions ?,31
DESC:manner,How do you make a paintball ?,5
LOC:state,What U.S. state is Fort Knox in ?,37
ENTY:animal,What is a female rabbit called ?,7
LOC:mount,Where is the highest point in Japan ?,35
DESC:desc,Where do chihuahuas come from ?,4
LOC:other,Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,36
LOC:other,What are the world 's four oceans ?,36
ENTY:cremat,What 's the only work by Michelangelo that bears his signature ?,10
ENTY:animal,What is the largest snake in the world ?,7
ENTY:cremat,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,10
LOC:other,Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,36
NUM:money,How much money does a back injury lawsuit get ?,42
ENTY:termeq,What 's the common name for acetylsalicylic acid ?,26
DESC:def,What does the Georgetown `` Hoya '' mean ?,3
LOC:other,Where can I find a list of `` classic '' books 5th and 6th graders should read ?,36
ENTY:product,Which two products use a tiger as their symbol ?,20
DESC:manner,How is the election of a new Pope announced to the world ?,5
NUM:period,How long does it take for your blood to make one complete trip through the body ?,46
DESC:manner,How do chickens have baby chicks ?,5
DESC:desc,What is the historical relationship of Catholic Church and bingo ?,4
DESC:manner,How was the element calcium named ?,5
HUM:ind,What crooner joined The Andrews Sisters for Pistol Packin Mama ?,31
HUM:gr,What piano company claims its product is the `` Instrument of the immortals '' ?,30
NUM:date,When did the Bounty mutiny take place ?,40
ENTY:cremat,What novel inspired the movie BladeRunner ?,10
DESC:def,What is a transistor ?,3
ENTY:cremat,What is a film starring Jude Law ?,10
ENTY:animal,What Hollywood dog died in the arms of Jean Harlow in 1932 ?,7
ENTY:substance,What are the most common elements in the Earth 's crust ?,23
NUM:money,How much would it cost to purchase a 2-foot-square party tent with sides ?,42
HUM:ind,What actress has received the most Oscar nominations ?,31
DESC:def,What are equity securities ?,3
DESC:def,What is gymnophobia ?,3
NUM:count,How many years do fossils take to form ?,39
LOC:other,Where is the Orinoco ?,36
ENTY:animal,What was the name of the `` Little Rascals '' dog ?,7
LOC:city,What city boasts Penn 's Landing on the banks of the Delaware river ?,33
ENTY:cremat,What Broadway musical was inspired by Cervantes 's Don Quixote ?,10
DESC:desc,What is the origin of the word JJ ?,4
NUM:count,How many hostages were killed in the Entebbe raid ?,39
DESC:manner,How you can raise your IQ ?,5
ABBR:exp,What does INRI stand for when used on Jesus ' cross ?,2
HUM:gr,Who produces Spumante ?,30
HUM:ind,Who earns their money the hard way ?,31
HUM:ind,Who founded the People 's Temple Commune ?,31
HUM:ind,What athlete makes the most money from sports merchandise sales ?,31
NUM:count,How many bends are there in a standard paper clip ?,39
HUM:ind,Who discovered electricity ?,31
ENTY:body,What part of your body contains the corpus callosum ?,8
HUM:ind,Who was the first American in space ?,31
LOC:country,What two South American countries do n't border Brazil ?,34
ENTY:cremat,What album put The Beatles on the cover of Time in 1967 ?,10
ENTY:cremat,What poem contains the line `` grow old with me the best is yet to be '' .,10
DESC:def,What is a dental root canal ?,3
ENTY:event,What war did the Wanna-Go-Home Riots occur after ?,13
NUM:date,What is the busiest air travel season ?,40
ENTY:body,What 's the colored part of the eye called ?,8
DESC:def,What are hook worms ?,3
LOC:other,Where is the Rose Bowl played ?,36
HUM:gr,Which Japanese car maker had its biggest percentage of sale in the domestic market ?,30
HUM:ind,Who is the mayor of Marbella ?,31
LOC:other,What sun-blasted 14-mile wide valley is just north of the Mojave desert ?,36
NUM:date,In what year did Thatcher become prime minister ?,40
NUM:count,How many months does it take the moon to revolve around the Earth ?,39
LOC:other,Where are the 49 steps ?,36
NUM:date,In what year was De Gaulle elected president of France ?,40
HUM:ind,Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?,31
HUM:ind,Who directed `` Jaws '' ?,31
ENTY:cremat,On what T.V. show could Tom Terrific be found ?,10
HUM:gr,What Indian tribe is F Troop perpetually doing battle with ?,30
DESC:desc,Where did Indian Pudding come from ?,4
DESC:reason,Why do some clothing labels say `` Use a nonchlorine bleach '' ?,6
NUM:count,How many colonies were involved in the American Revolution ?,39
LOC:city,What is the name of the city that Maurizio Pellegrin lives in ?,33
LOC:other,Where can I find pictorial directions on how to build a very simple treehouse ?,36
ENTY:sport,What game 's board shows the territories of Irkutsk Yakutsk and Kamchatka ?,22
HUM:ind,What is the name of the managing director of Apricot Computer ?,31
HUM:title,What is the occupation of Nicholas Cage ?,32
DESC:reason,Why do horseshoes bring luck ?,6
DESC:def,What is the 401 K plan ?,3
DESC:reason,What causes pneumonia ?,6
NUM:date,What are the three winter months in the southern hemisphere ?,40
DESC:def,What does gringo mean ?,3
LOC:country,What country contains Africa 's northernmost point ?,34
ENTY:dismed,What therapy attempts to elicit the `` primal scream '' ?,12
LOC:other,Where is the Kalahari desert ?,36
HUM:gr,Which Ventura County police department seized the largest cocaine shipment in it 's history ?,30
LOC:city,What city is sometimes called Gotham ?,33
ENTY:body,What dangles over the tongue from the palate ?,8
HUM:ind,Who created Dennis the Menace ?,31
HUM:ind,What dummy received an honorary degree from Northwestern University ?,31
NUM:date,When was the first Wall Street Journal published ?,40
LOC:country,What countries have the largest areas of forest ?,34
DESC:manner,How do I start a web based business ?,5
HUM:ind,Name Alvin 's brothers,31
DESC:def,What is Eagle 's syndrome styloid process ?,3
DESC:manner,How did Jayne Mansfield die ?,5
NUM:date,When did the royal wedding of Prince Andrew and Fergie take place ?,40
HUM:ind,What actor said in A Day at the Races : `` Either he 's dead or my watch has stopped '' ?,31
HUM:ind,What explorer was nicknamed Iberia 's Pilot ?,31
NUM:date,CNN began broadcasting in what year ?,40
ENTY:termeq,What is a ball that hits the foul pole called ?,26
DESC:reason,What makes hamburgers taste like steakburgers ?,6
HUM:gr,Which company created the Internet browser Mosaic ?,30
ENTY:event,What are the rites accompanying the circumcision of a newly born-child in Judaism called ?,13
ENTY:other,What was the education system in the 1960 's ?,18
LOC:city,What South American city has the world 's highest commercial landing field ?,33
DESC:manner,How can I find out which cities have cable-modem access ?,5
DESC:reason,What is Betsy Ross famous for ?,6
NUM:count,How many species of sharks are there ?,39
DESC:def,What is `` snoogans '' ?,3
NUM:count,How many people are there in the world ?,39
ENTY:plant,What shrubs can be planted that will be safe from deer ?,19
HUM:gr,What organization 's offices were broken into at Watergate in 1972 ?,30
DESC:desc,What is the design of the ship Titanic ?,4
ABBR:exp,What does S.O.S. stand for ?,2
ENTY:techmeth,Name a technique widely used to detect birth defects ?,25
DESC:desc,What is the daily requirement of folic acid for an expectant mother ?,4
DESC:def,What is the `` 7-minute cigarette '' ?,3
ENTY:other,What four forms does gold occur in ?,18
NUM:volsize,What is the acreage of the Chappellet vineyard ?,49
DESC:manner,How do you correctly say the word ` qigong ' ?,5
NUM:date,When did beethoven die ?,40
NUM:money,How much does a new railroad coal car cost ?,42
LOC:country,What two European countries entered the War of American Independence against the British ?,34
DESC:def,What is the filmmakers collabrative ?,3
HUM:ind,What Russian composer 's Prelude in C Sharp Minor brought him fame and fortune ?,31
DESC:reason,What caused Harry Houdini 's death ?,6
HUM:ind,Who was the mother of the man who would not be king  the duke of Windsor ?,31
NUM:count,How many revolutions does a standard LP make in three minutes ?,39
LOC:mount,What is the name of the tallest mountain in the world ?,35
LOC:other,Where can I find a review of Nightmare on Elm Street in a film journal ?,36
ENTY:techmeth,What 's the slowest Olympic swimming stroke ?,25
HUM:ind,What was the name of the first Russian astronaut to do a spacewalk ?,31
ENTY:dismed,What disease is transmitted by the Anopheles mosquito ?,12
ENTY:food,What rum is so `` mixable '' it is a one-brand bar ?,14
NUM:count,How many South American countries have the letter Z in their names ?,39
DESC:def,What is the contents of proposition 98 ?,3
LOC:other,Where was George Washington born ?,36
NUM:count,How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie Scotland December 21 CD.,39
HUM:ind,Who wrote NN DT NNP NNP '' ?,31
DESC:def,What is paracetamol ?,3
DESC:desc,What are the powers and weaknesses of Green Lantern 's ring ?,4
ENTY:animal,Which mosquito 's bite draws blood DT NN CC DT NN .,7
NUM:date,When was the first steel mill in the United States built ?,40
HUM:ind,What diminutive American female gymnast stole the show at the 1984 Olympics ?,31
DESC:desc,What is the origin of the name Katie ?,4
HUM:gr,What schools in the Washington DC NN NN VBP NN NN NN NN .,30
NUM:date,When did the Berlin Wall go up ?,40
HUM:desc,Who is Terrence Malick ?,29
ENTY:instru,What instrument is Ray Charles best known for playing ?,15
DESC:def,What 's the meaning of the Latin battle cry : Ad arma ad arma.,3
ENTY:other,What is the mascot for Notre Dame University ?,18
LOC:other,What Las Vegas hotel burned in November 1980 with the loss of 84 lives ?,36
NUM:date,When did Mount St. Helen last have a significant eruption ?,40
ABBR:exp,CNN is the abbreviation for what ?,2
NUM:date,When did World War I start ?,40
NUM:count,How many feet are there in a fathom ?,39
DESC:def,What is a Canada two-penny black ?,3
LOC:city,What European city do Nicois live in ?,33
DESC:manner,How can I find out what year a Beanie Baby was introduced ?,5
DESC:def,What is the classic definition of tragic hero ?,3
ENTY:other,To what does Microsoft 's Windows 3 owe its success ?,18
HUM:ind,Who was President of Afghanistan in 1994 ?,31
ENTY:techmeth,What are other ways of getting stretch marks besides pregnancy  weight loss  and weight lifting ?,25
ENTY:food,What did brontosauruses eat ?,14
ENTY:color,What color bottles do good Rhine wines come in ?,9
HUM:ind,Who was the lead actress in the movie ` Sleepless in Seattle ' ?,31
HUM:ind,Who was the 16th President of the United States ?,31
HUM:ind,Who are the two sons of Ozzie and Harriet Nelson ?,31
DESC:def,What is molybdenum ?,3
NUM:date,When is Boxing Day ?,40
ENTY:other,What is the lowest level of the American judiciary ?,18
NUM:date,When was the battle of the Somme fought ?,40
NUM:count,How many people did Randy Craft kill ?,39
ENTY:animal,What 's the official animal of Canada ?,7
NUM:date,When did Spielberg direct `` Jaws '' ?,40
NUM:volsize,What is the size of the largest akita ?,49
ENTY:animal,What animal has the biggest eyes ?,7
LOC:city,What is California 's capital ?,33
HUM:ind,Who was the author of the book about computer hackers called `` The Cuckoo 's Egg : Tracking a Spy Through the Maze of Computer Espionage '' ?,31
HUM:ind,Who was the founding member of the Pink Floyd band ?,31
LOC:country,What European country is home to the beer-producing city of Budweis ?,34
DESC:manner,How do I find the balance of my social security account ?,5
DESC:desc,What is the history of Valentine 's Day cards ?,4
LOC:other,Where was Christopher Columbus born ?,36
ENTY:termeq,What do Italians call Florence ?,26
DESC:manner,How do you get to the top of the Eiffel Tower ?,5
ABBR:exp,What does ` PSI ' stand for ?,2
LOC:other,What sea did the Romans call mare nostrum ?,36
ENTY:termeq,What 's the term for a bet before cards are dealt ?,26
ENTY:animal,Which came first  according to Genesis 1 : 2 : 22 - the chicken or the egg ?,7
LOC:city,What city did the Flintstones live in ?,33
ENTY:termeq,What is Latin for incompetent ?,26
ENTY:dismed,What chemicals are used in lethal injection ?,12
HUM:gr,What toy company is the world 's No.1 maker of female apparel ?,30
ENTY:sport,What board game does a `` wood-pusher '' play poorly ?,22
HUM:ind,Which Doonesbury character was likely to turn into a werewolf ?,31
ABBR:abb,What is the abbreviation for micro ?,1
ENTY:other,What are the 7 articles of the constitution ?,18
HUM:gr,Who has won the most Super Bowls ?,30
ABBR:exp,What does NASDAQ stand for ?,2
ABBR:exp,What is BPH ?,2
ENTY:other,What is the fastest commercial automobile that can be bought in the US ?,18
LOC:other,What stadium do the Miami Dolphins play their home games in ?,36
HUM:ind,Who has the only speaking role in `` Silent Movie '' ?,31
DESC:reason,Why is poop sometimes different colors ?,6
NUM:other,What was Einstein 's IQ ?,44
NUM:date,What day was Pearl Harbor attacked in 1942 ?,40
HUM:ind,What girl 's name is `` Teddy '' an affectionate form of ?,31
LOC:state,What state is John F. Kennedy buried in ?,37
ENTY:techmeth,What is the best way to remove wallpaper ?,25
LOC:state,What U.S. state has an element named for it ?,37
HUM:gr,What company tabulates the ballots in voting for the Academy Awards ?,30
DESC:manner,How did the tradition of best man start ?,5
NUM:count,How many years ago did the ship Titanic sink ?,39
LOC:other,What is the deepest area of the Arctic Ocean ?,36
ENTY:color,What are Halloween 's colors ?,9
DESC:manner,How is silk screening done ?,5
NUM:other,What is the latitude and longitude of El Paso  Texas ?,44
HUM:ind,Who made a boat out of gopher wood ?,31
LOC:other,Where can I find a `` Fifth Element '' screensaver ?,36
HUM:ind,Which Bloom County resident wreaks havoc with a computer ?,31
DESC:manner,How do you match a name to a social security number ?,5
DESC:manner,How does a rainbow form ?,5
NUM:other,What is the normal resting heart rate of a healthy adult ?,44
NUM:other,What is the population of Ohio ?,44
NUM:count,How many calories are there in a Big Mac ?,39
DESC:def,Hazmat stands for what ?,3
ENTY:animal,What creature scares people in the film `` Jaws '' ?,7
HUM:ind,What part did John Peter Zenger play in the deveopment of the newspaper in America ?,31
HUM:ind,Who followed Caesar ?,31
ENTY:substance,What are the four elements ?,23
HUM:ind,Who was the first woman golfer to earn a million ?,31
ENTY:other,What 's the tallest piece on a chessboard ?,18
LOC:other,What is Answers.com 's address ?,36
LOC:other,Where can I buy movies on videotape online ?,36
HUM:ind,Who does the advertizing for Frito-Lay ?,31
HUM:gr,Who is the leading competitor of Trans Union Company ?,30
ENTY:product,What product did Robert Conrad dare people to knock off his shoulder ?,20
HUM:ind,Who invented the radio ?,31
NUM:count,What 's the American dollar equivalent for 8 pounds in the U.K. ?,39
ENTY:techmeth,What are the different approaches of systems analysis ?,25
DESC:manner,How do doctors diagnose bone cancer ?,5
HUM:ind,Who is the man behind the pig-the man who pulls the strings and speaks for Miss Piggy ?,31
NUM:speed,What is the speed of the Mississippi River ?,47
ENTY:other,What are the developmental stages of a swimmer ?,18
HUM:ind,What actor first portrayed James Bond ?,31
LOC:other,What ocean is the largest in the world ?,36
HUM:ind,Who was the first American poet to win the Nobel Prize for literature  in 1948 ?,31
NUM:date,What year did Jack Nicklaus join the Professional Golfers Association tour ?,40
NUM:count,How many sonnets did Shakespeare write ?,39
DESC:reason,What causes the redness in your cheeks when you blush ?,6
HUM:ind,Who won the Nobel Peace Prize in 1991 ?,31
HUM:gr,Who are the Challengers of the Unknown ?,30
DESC:def,Define the Pheonix Club ?,3
LOC:city,Which city did Christian Crusaders fight to recapture from the Muslims ?,33
DESC:def,What does it mean `` Rupee Depreciates '' ?,3
ENTY:other,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,18
HUM:ind,Who was the first coach of the Cleveland Browns ?,31
DESC:manner,How successful is arometherapy ?,5
ENTY:event,What Jewish holiday saw the start of the 1973 Mideast War ?,13
DESC:manner,How does a copier work ?,5
NUM:speed,What is the speed of the Mississippi River ?,47
HUM:ind,Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?,31
ENTY:animal,What is Dudley Do-Right 's horse 's name ?,7
HUM:ind,Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,31
LOC:other,Where does chocolate come from ?,36
ENTY:cremat,What TV game show once saw a contestant admit to picking his toes in the shower ?,10
HUM:ind,What Soviet leader owned a Rolls-Royce ?,31
LOC:other,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,36
ENTY:event,What war did Florence Nightingale tend the troops in ?,13
HUM:ind,"Who wrote the song "" Stardust "" ?",31
NUM:count,How many Beatles ' records went #1 ?,39
HUM:ind,Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,31
ABBR:abb,What is the abbreviation of the company name ` General Motors ' ?,1
LOC:mount,What mountains lie between the Arkansas and Missouri rivers ?,35
HUM:ind,Who received the Will Rogers Award in 1989 ?,31
DESC:reason,What is the function of RAM ?,6
LOC:other,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,36
NUM:count,How many equal angles are there in an isosceles triangle ?,39
ENTY:dismed,What is the fear of cockroaches called ?,12
ENTY:cremat,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,10
DESC:desc,What is the use of a 24-hour clock instead of a 12-hour clock ?,4
HUM:ind,What was the name of the lawyer who represented Randy Craft ?,31
HUM:ind,What United States President had dreamed that he was assassinated ?,31
ENTY:cremat,What film did Lee Marvin win the 1965 best actor Oscar for ?,10
LOC:other,Where is Basque country located ?,36
ENTY:product,What product does `` Mrs. Olsen '' promote ?,20
NUM:date,What time of day did Emperor Hirohito die ?,40
DESC:def,What is dry ice ?,3
ENTY:other,What 's the most powerful card in Euchre ?,18
DESC:def,What does `` intractable plantar keratoma '' mean ?,3
NUM:count,How many years did it take James Joyce to write Ulysses ?,39
ENTY:food,What crop failure caused the Irish Famine ?,14
LOC:city,What South Korean city is served by Kimpo International Airport ?,33
NUM:count,How many types of dogs ' tails are there - three,39
ENTY:cremat,What is the longest-running television series ?,10
ENTY:animal,What predators exist on Antarctica ?,7
DESC:desc,What is the difference between a generator and an alternator ?,4
DESC:manner,How is energy created ?,5
ENTY:food,What beer advertised that it had `` three rings '' ?,14
NUM:other,What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,44
ENTY:techmeth,What golfing accessory was patented by George Grant on December 12,25
ENTY:other,What are the different types of plastic ?,18
DESC:manner,How is it correct to say ` qigong ' ?,5
LOC:mount,What was the highest mountain on earth before Mount Everest was discovered ?,35
LOC:other,Where was the Ligurian Republic 1797- 185 ?,36
LOC:country,What country 's people are the top television watchers ?,34
NUM:date,When was the women 's suffrage amendment ratified ?,40
HUM:gr,What Polynesian people inhabit New Zealand ?,30
ENTY:cremat,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,10
LOC:city,What Nevada center has been dubbed The Biggest Little City in the World ?,33
HUM:ind,What President lived at 219 North Delaware Street Independence Missouri ?,31
DESC:reason,Give a reason for American Indians oftentimes dropping out of school .,6
LOC:other,Where must a soccer goalie stand to be permitted to handle the ball ?,36
DESC:desc,What is the difference between classical conditioning and operant conditioning ?,4
LOC:state,In what U.S. state was the first woman governor elected ?,37
DESC:desc,What are some interesting facts and information about dogsledding ?,4
NUM:date,What year did Hitler die ?,40
HUM:ind,What famous model was married to Billy Joel ?,31
ENTY:animal,What kind of animal is Babar ?,7
DESC:reason,What is Jane Goodall known for ?,6
ENTY:other,What killed Bob Marley ?,18
NUM:money,How much money are Dumbo 's ears insured for ?,42
HUM:ind,Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,31
HUM:desc,Who is Stein Eriksen ?,29
DESC:def,What does the name Billie mean ?,3
HUM:ind,Who is the fastest swimmer in the world ?,31
LOC:mount,What is the highest peak in Africa ?,35
LOC:other,Where is Procter & Gamble headquartered in the U.S. ?,36
LOC:other,What desert has been called The Garden of Allah ?,36
ENTY:other,What do bicornate animals have two of ?,18
DESC:reason,What function does a community 's water tower serve ?,6
ENTY:dismed,What is a fear of weakness ?,12
NUM:count,How many miles is it to Ohio from North Carolina ?,39
NUM:count,How much snow equals an inch of rain ?,39
ABBR:exp,What does G.M.T. stand for ?,2
DESC:def,What does Inuit and Eskimo mean ?,3
ENTY:cremat,What song served as the closing theme of The Johnny Cash Show ?,10
ENTY:sport,What field sport did dentist William Beers promote and write a standard book of rules for ?,22
DESC:manner,How do I tie dye clothes ?,5
NUM:date,When does the average teenager first have intercourse ?,40
DESC:reason,Why doesn 't www.answers.com have any answers to my questions ?,6
HUM:ind,What actor 's autobiography is titled All My Yesterdays ?,31
HUM:ind,What Russian master spy lived in the U.S. under the name Emil Goldfus ?,31
LOC:other,Where 's the 19th hole on a golf course ?,36
DESC:reason,What 's nature 's purpose for tornadoes ?,6
HUM:ind,Who played the original Charlie 's Angels ?,31
LOC:other,Where can I find a person 's address from a telephone number ?,36
ENTY:word,What English word comes from the Old French covrefeu meaning cover fire ?,28
ENTY:instru,What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,15
LOC:other,Where did Sarge Steel get his metal hand ?,36
DESC:reason,What makes popcorn pop ?,6
HUM:ind,Who wrote The Night of the Iguana ?,31
ENTY:body,Where does your hair grow the fastest ?,8
LOC:country,What country did King Gustav V reign over from 197 to 195 ?,34
HUM:ind,Who painted Mother and Child ?,31
NUM:speed,What is the speed of the Mississippi River ?,47
LOC:other,In what area of the world was the Six Day War fought ?,36
LOC:other,What is the brightest star visible from Earth ?,36
ENTY:cremat,What film marked Robert Redford 's directorial debut ?,10
HUM:ind,What was Mao 's second name ?,31
ENTY:cremat,What film or films has Jude Law appeared in ?,10
LOC:other,Where do hyenas live ?,36
HUM:desc,Who is the `` Queen Mother '' ?,29
ENTY:lang,What 's the most commonly-spoken language in Belgium ?,16
HUM:ind,Who has more DNA - a man or a woman ?,31
DESC:def,What are Maid-Rites ?,3
ENTY:cremat,What children 's tale contains the line : `` Come Cinderslut and hold this skein of wool for me '' ?,10
HUM:gr,What level of government or governmental agency is responsible for dealing with racism ?,30
NUM:count,How many referees work a soccer game ?,39
ENTY:food,What cocktail do you concoct with whisky and sweet vermouth ?,14
ENTY:termeq,How do you say `` fresh '' in Spanish ?,26
DESC:desc,What do bee hives do in cranberry bogs ?,4
DESC:reason,What caused the Lynmouth floods ?,6
NUM:date,When is the Tulip Festival in Michigan ?,40
HUM:ind,Who came up with the name El Nino ?,31
ENTY:cremat,What movie did Madilyn Kahn star in with Gene Wilder ?,10
ENTY:other,What type of bridge is the Golden Gate Bridge ?,18
HUM:ind,What dictator has the nickname `` El Maximo '' ?,31
HUM:gr,What stereo manufacturer is `` Slightly ahead of its time '' ?,30
LOC:city,What U.S. city is The Queen of the Pacific ?,33
HUM:ind,What TV sitcom character had the maiden name Ethel Potter ?,31
ENTY:food,What was the first Lifesaver flavor ?,14
HUM:ind,Who kept the most famous diary in the English language ?,31
LOC:other,Where can I find out the top 1 singles ?,36
NUM:count,How many degrees cooler is the inside of a cucumber than the air outside ?,39
HUM:ind,What Spanish artist painted Crucifixion ?,31
ENTY:cremat,What is the Jewish bible called ?,10
DESC:reason,Why is the grass green ?,6
DESC:def,What is a firewall ?,3
HUM:ind,What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,31
HUM:gr,Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?,30
NUM:period,How long does it take for Spider-Man 's web to evaporate ?,46
HUM:ind,Who was Randy Steven Craft 's lawyer ?,31
LOC:other,What was known as the Spice Island ?,36
HUM:ind,Who was the first host of Person to Person ?,31
HUM:ind,Name the Ranger who was always after Yogi Bear .,31
